"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"C1orf159",1.01472985865189e-11,0.654083838939548,0.253,0.125,3.82126970171128e-07,"C1orf159"
"DDX19B",1.01538101581709e-11,0.478548004469816,0.408,0.249,3.823721829364e-07,"DDX19B"
"ERCC6L",1.01909579087675e-11,0.960053091618031,0.092,0.023,3.83771092928367e-07,"ERCC6L"
"RPS13",1.02298253412626e-11,0.331331139864835,0.981,0.992,3.85234762701267e-07,"RPS13"
"CD3EAP",1.02701147978109e-11,0.36224818577342,0.888,0.722,3.86751983055961e-07,"CD3EAP"
"EPB41L4A",1.02850015679568e-11,0.806388912251884,0.259,0.133,3.87312589046116e-07,"EPB41L4A"
"TSTD2",1.03061033200144e-11,0.683699393980943,0.342,0.197,3.88107238825102e-07,"TSTD2"
"ICK",1.0341761606127e-11,0.543795249558001,0.638,0.441,3.89450058563529e-07,"ICK"
"NECAB1",1.04599827990478e-11,0.950482678315726,0.209,0.1,3.93902032246541e-07,"NECAB1"
"POM121C",1.05207537490647e-11,0.422429878777271,0.57,0.4,3.96190544682278e-07,"POM121C"
"PSMD7",1.05320162697894e-11,0.680703412594915,0.731,0.601,3.96614668687729e-07,"PSMD7"
"UBE2H",1.05974512956643e-11,-1.12575924453768,0.415,0.521,3.99078820892124e-07,"UBE2H"
"NPEPPS",1.07516492866539e-11,-0.6749908926787,0.711,0.753,4.04885608836813e-07,"NPEPPS"
"ALPK3",1.08042388138928e-11,1.54730934510589,0.09,0.022,4.06866025253576e-07,"ALPK3"
"LOC646762",1.10710145160502e-11,0.514877120729925,0.603,0.429,4.1691226464542e-07,"LOC646762"
"TMEM106B",1.11406510282401e-11,-0.739557556106339,0.433,0.559,4.19534636421466e-07,"TMEM106B"
"KTN1",1.12466193076083e-11,-0.639362639608688,0.66,0.738,4.23525189885914e-07,"KTN1"
"TTC38",1.13956399728236e-11,0.437561952671437,0.35,0.203,4.2913701009659e-07,"TTC38"
"HOXA3",1.15301234300706e-11,1.09140575532419,0.161,0.064,4.34201388129599e-07,"HOXA3"
"BEST1",1.15352826850785e-11,-1.07671386004774,0.259,0.388,4.34395675354688e-07,"BEST1"
"TMEM9",1.15570118558079e-11,0.560188066155029,0.737,0.627,4.35213952466015e-07,"TMEM9"
"EXOSC2",1.17622376660374e-11,0.318398045655793,0.695,0.507,4.42942346027637e-07,"EXOSC2"
"SLC4A7",1.17940854124401e-11,-1.57382803276825,0.314,0.424,4.44141668461671e-07,"SLC4A7"
"DLEU7",1.18623540861825e-11,3.48379528807149,0.065,0.01,4.4671253017746e-07,"DLEU7"
"NBPF15",1.21609423104492e-11,0.631197041101352,0.582,0.426,4.57956765526895e-07,"NBPF15"
"TROVE2",1.22789697620741e-11,0.443958351170831,0.824,0.662,4.62401443300187e-07,"TROVE2"
"PNMA2",1.23273867406002e-11,0.514368826825841,0.805,0.595,4.64224729877522e-07,"PNMA2"
"THOP1",1.2359915127713e-11,0.744135216358279,0.39,0.238,4.65449683879417e-07,"THOP1"
"LOC100128398",1.23670010611138e-11,-0.404578122087358,0.672,0.417,4.65716525959425e-07,"LOC100128398"
"MSL3",1.23788872942658e-11,0.718260585677459,0.358,0.217,4.6616413772746e-07,"MSL3"
"SUPT16H",1.2490060769954e-11,0.484296060380304,0.761,0.643,4.70350708474929e-07,"SUPT16H"
"ACADM",1.25054160942121e-11,0.708768593841001,0.586,0.444,4.70928959275838e-07,"ACADM"
"HECA",1.25678431102667e-11,-0.664018917758488,0.559,0.337,4.73279835846423e-07,"HECA"
"CLPP",1.25867709018552e-11,0.446885872947555,0.594,0.427,4.73992618622065e-07,"CLPP"
"TWIST2",1.27313400898862e-11,3.64273745275364,0.045,0.002,4.79436805104935e-07,"TWIST2"
"AAR2",1.27382968705086e-11,0.527392539457695,0.542,0.389,4.79698783549614e-07,"AAR2"
"CROCCP2",1.27538915980148e-11,0.502591542239724,0.393,0.233,4.80286049798042e-07,"CROCCP2"
"ATF7IP2",1.2754156096861e-11,1.53974388284212,0.178,0.077,4.80296010295592e-07,"ATF7IP2"
"TIMM8B",1.28714237973152e-11,0.353239568460186,0.655,0.491,4.84712077359295e-07,"TIMM8B"
"DACT3",1.31395660109788e-11,2.91820498343891,0.05,0.003,4.9480977684144e-07,"DACT3"
"C1orf63",1.31931564888951e-11,-0.959805466489648,0.419,0.528,4.96827887058813e-07,"C1orf63"
"SLC2A13",1.33412415904547e-11,-2.01106943788645,0.135,0.249,5.02404475813344e-07,"SLC2A13"
"SYNE1",1.34907075985166e-11,-1.39451883896591,0.226,0.347,5.08033066744937e-07,"SYNE1"
"THEGL",1.35079511682312e-11,2.63452252703821,0.069,0.011,5.08682425093251e-07,"THEGL"
"ZMYND8",1.3582179935423e-11,-0.650307089144629,0.59,0.697,5.11477732008157e-07,"ZMYND8"
"LRRC20",1.36627268874176e-11,0.629522054494908,0.142,0.051,5.14510969126371e-07,"LRRC20"
"CLNS1A",1.36952091597623e-11,0.47862271427132,0.823,0.738,5.15734186538328e-07,"CLNS1A"
"GTPBP8",1.40614274520846e-11,1.19533707690974,0.293,0.168,5.29525234990601e-07,"GTPBP8"
"WRAP73",1.41146546421689e-11,0.845869655934699,0.397,0.25,5.31529664514798e-07,"WRAP73"
"ARHGAP21",1.42390623861292e-11,-1.12533804090451,0.257,0.381,5.36214611336852e-07,"ARHGAP21"
"ZCCHC16",1.43047185265158e-11,0.397052771416173,0.096,0.024,5.38687090271533e-07,"ZCCHC16"
"HOXC10",1.4349109273467e-11,0.820114834047151,0.42,0.266,5.40358757020221e-07,"HOXC10"
"SPHK2",1.43955884650622e-11,0.553301512051738,0.298,0.169,5.42109070417313e-07,"SPHK2"
"ZNF326",1.44370459121632e-11,0.439334906990023,0.527,0.379,5.43670274960241e-07,"ZNF326"
"SIRPB2",1.45122348144073e-11,-0.252574983380225,0.587,0.367,5.46501738640951e-07,"SIRPB2"
"CDH17",1.4542499783285e-11,-1.43255428557159,0.239,0.114,5.47641456838946e-07,"CDH17"
"SRPK3",1.46445435464289e-11,2.93631852566266,0.047,0.003,5.51484220871418e-07,"SRPK3"
"PDZD7",1.46812082162553e-11,1.73009669562345,0.106,0.031,5.52864939007742e-07,"PDZD7"
"ATP6V1G2",1.47383474818201e-11,1.82714571803187,0.08,0.017,5.55016689470382e-07,"ATP6V1G2"
"CHAC1",1.47389763750481e-11,0.59068889932455,0.143,0.052,5.5504037233156e-07,"CHAC1"
"CHIC2",1.49223919617631e-11,1.21045314726857,0.441,0.311,5.61947436496075e-07,"CHIC2"
"TIMM8A",1.4927067465786e-11,1.10996338437349,0.287,0.159,5.62123506626569e-07,"TIMM8A"
"ARL11",1.50066920894826e-11,-0.320201945782413,0.666,0.431,5.65122010705737e-07,"ARL11"
"RAB38",1.53955243598408e-11,0.835425841812998,0.585,0.509,5.79764656342886e-07,"RAB38"
"KLRC2",1.54206067556479e-11,-4.6634436500941,0.012,0.081,5.80709209204189e-07,"KLRC2"
"SHOC2",1.55414756930484e-11,0.68173978888678,0.404,0.252,5.85260891648816e-07,"SHOC2"
"ULBP1",1.55873012252375e-11,0.744503397119055,0.251,0.122,5.86986589539995e-07,"ULBP1"
"PPP1R14C",1.57441949664072e-11,1.83249452091728,0.097,0.026,5.92894894044961e-07,"PPP1R14C"
"CD97",1.58941661985018e-11,-0.957715954382951,0.268,0.394,5.98542510703181e-07,"CD97"
"ZNF652",1.59153008488322e-11,-0.860703125593548,0.844,0.819,5.99338399365323e-07,"ZNF652"
"HSD17B12",1.59528830837808e-11,-0.994396987527804,0.531,0.597,6.00753671169019e-07,"HSD17B12"
"ZNF764",1.59842722055085e-11,0.599204131513964,0.421,0.262,6.0193572271504e-07,"ZNF764"
"CEBPD",1.61122932880738e-11,-1.26655887746165,0.115,0.231,6.06756740642282e-07,"CEBPD"
"MURC",1.61595352706381e-11,1.42671334656478,0.192,0.085,6.08535779221691e-07,"MURC"
"CILP2",1.62316726900523e-11,3.15582272470122,0.066,0.01,6.1125233016199e-07,"CILP2"
"UBE2V1",1.65382247197226e-11,0.573932483205726,0.848,0.78,6.22796466495312e-07,"UBE2V1"
"PSMC1",1.66175567421009e-11,0.623797908815584,0.728,0.616,6.25783951794035e-07,"PSMC1"
"SLC35E2B",1.66975640583674e-11,0.603298571451855,0.616,0.461,6.2879686731e-07,"SLC35E2B"
"CNOT8",1.67653580025571e-11,0.612119247214693,0.561,0.398,6.31349851660294e-07,"CNOT8"
"MAGEC1",1.6970749358516e-11,0.735702683688167,0.333,0.197,6.39084479342996e-07,"MAGEC1"
"TALDO1",1.70826612221369e-11,-0.584682265747587,0.758,0.82,6.43298856303231e-07,"TALDO1"
"LOC100132707",1.71471262749496e-11,-1.35818833449301,0.101,0.213,6.45726481262052e-07,"LOC100132707"
"SUMO1",1.72382960370462e-11,0.456519167417661,0.83,0.742,6.49159752163085e-07,"SUMO1"
"SNHG8",1.7329977789607e-11,0.55671717864446,0.729,0.595,6.52612303601021e-07,"SNHG8"
"POLD2",1.76611738328662e-11,0.460242554609761,0.759,0.623,6.65084484198074e-07,"POLD2"
"TRMU",1.76624238016578e-11,0.409260851450391,0.476,0.307,6.65131555522828e-07,"TRMU"
"SPATS2",1.76890435688459e-11,0.603889999662488,0.87,0.711,6.66134002715599e-07,"SPATS2"
"PPIL2",1.77496571595998e-11,0.465581061496313,0.627,0.44,6.68416589316208e-07,"PPIL2"
"PDIA3",1.77758168504127e-11,-0.303645540950327,0.832,0.902,6.6940171095284e-07,"PDIA3"
"RIT1",1.79280042735171e-11,0.671903157331883,0.6,0.452,6.75132784932105e-07,"RIT1"
"ZFP82",1.79714691222411e-11,0.983809159298008,0.187,0.083,6.76769584205354e-07,"ZFP82"
"SLC7A4",1.80014306729063e-11,1.24603439824076,0.135,0.048,6.77897876280304e-07,"SLC7A4"
"GLCE",1.81563369081238e-11,-1.46969963141294,0.34,0.444,6.83731335286125e-07,"GLCE"
"AKR7L",1.86146113276126e-11,0.354531349686138,0.161,0.063,7.00989033375237e-07,"AKR7L"
"LCN2",1.92395107778441e-11,-5.50902006062684,0.002,0.06,7.24521496872055e-07,"LCN2"
"RSL24D1",1.93194486900363e-11,0.399475401942022,0.787,0.654,7.27531798769387e-07,"RSL24D1"
"TRUB1",1.94826467835111e-11,0.664687945424857,0.297,0.163,7.33677512573461e-07,"TRUB1"
"SLC22A20",1.95658691532518e-11,0.680249876598531,0.182,0.077,7.36811500573156e-07,"SLC22A20"
"MEX3D",1.99453412041784e-11,0.999997589397674,0.08,0.017,7.51101659066949e-07,"MEX3D"
"LRIG1",2.04580735853065e-11,1.93645980904742,0.136,0.05,7.70410135075472e-07,"LRIG1"
"AKAP2",2.06273246399273e-11,0.679488918219082,0.405,0.259,7.76783791290383e-07,"AKAP2"
"KCNC1",2.06442600080401e-11,3.35034557417972,0.054,0.005,7.77421543382774e-07,"KCNC1"
"CD79B",2.06570484101959e-11,0.637985765169214,0.168,0.07,7.77903129031156e-07,"CD79B"
"IL2RA",2.08314737838405e-11,0.612091614908238,0.324,0.167,7.84471639751865e-07,"IL2RA"
"INSR",2.08320908442188e-11,-1.02510735520409,0.308,0.442,7.8449487701159e-07,"INSR"
"OR8A1",2.10893093684027e-11,2.24425566969341,0.039,0,7.94181212195311e-07,"OR8A1"
"BPHL",2.15573848638573e-11,0.365046366063297,0.549,0.379,8.11807999203139e-07,"BPHL"
"HSH2D",2.15807832678603e-11,-0.678573921949481,0.559,0.328,8.12689136301083e-07,"HSH2D"
"LINC00559",2.16546485580504e-11,0.305366086862119,0.234,0.112,8.1547075539906e-07,"LINC00559"
"PTGFRN",2.18768386617756e-11,0.662473125286594,0.463,0.314,8.23837990325144e-07,"PTGFRN"
"CCDC170",2.18823656363655e-11,-0.634515883858809,0.449,0.249,8.24046125134252e-07,"CCDC170"
"FAM127B",2.18934923349623e-11,0.531414336338132,0.762,0.649,8.24465134350009e-07,"FAM127B"
"ACVR2A",2.19082561254271e-11,0.329916100924572,0.369,0.222,8.25021109171334e-07,"ACVR2A"
"DKC1",2.20948580016124e-11,0.420996469656743,0.673,0.52,8.32048162624721e-07,"DKC1"
"CCDC144A",2.21511710226711e-11,0.323941649665918,0.299,0.157,8.34168798371747e-07,"CCDC144A"
"NCS1",2.21975069703209e-11,0.648813914497647,0.182,0.078,8.35913717488343e-07,"NCS1"
"CRMP1",2.24383114176569e-11,1.90943553275707,0.153,0.063,8.44981931366122e-07,"CRMP1"
"CNTNAP2",2.24990785964494e-11,0.989176200134833,0.213,0.096,8.47270301785091e-07,"CNTNAP2"
"CHRNE",2.25465298956062e-11,2.27826931159314,0.064,0.01,8.49057222808739e-07,"CHRNE"
"ZNF598",2.26539345653034e-11,0.566731821007606,0.192,0.084,8.53101867860196e-07,"ZNF598"
"SIRT6",2.2798966457778e-11,0.577975735929969,0.286,0.155,8.58563478867003e-07,"SIRT6"
"TMEM205",2.28259064437101e-11,-0.614048377434946,0.5,0.62,8.59577984857234e-07,"TMEM205"
"AMER1",2.28509031194518e-11,1.3639760714165,0.152,0.059,8.60519309672317e-07,"AMER1"
"LSM12",2.28724199481249e-11,0.499205068421646,0.809,0.742,8.61329590406489e-07,"LSM12"
"PIGW",2.28982221224874e-11,0.390554515635041,0.706,0.501,8.6230124868863e-07,"PIGW"
"GGPS1",2.30801638447442e-11,0.392413351373815,0.863,0.682,8.69152810065379e-07,"GGPS1"
"TTC28",2.31997353238207e-11,0.436785150721242,0.485,0.321,8.73655632824441e-07,"TTC28"
"DNAJC8",2.33765912939136e-11,0.370528687241253,0.825,0.723,8.80315674946198e-07,"DNAJC8"
"PTCRA",2.34159940853798e-11,2.27608800931113,0.054,0.005,8.81799505267234e-07,"PTCRA"
"MRPL30",2.35587309655689e-11,0.434255510065156,0.863,0.691,8.87174690701395e-07,"MRPL30"
"HCG17",2.36099628638399e-11,1.46674175385888,0.054,0.005,8.89103981526482e-07,"HCG17"
"CASZ1",2.37381161247637e-11,1.94248376190645,0.095,0.025,8.9392997702635e-07,"CASZ1"
"FASTKD2",2.39569974820051e-11,0.400400845045725,0.786,0.601,9.02172611177349e-07,"FASTKD2"
"BCAP31",2.4215577611822e-11,-0.353671307209334,0.81,0.86,9.11910221705991e-07,"BCAP31"
"E2F3",2.42288311753274e-11,0.64170497281343,0.298,0.166,9.12409324400481e-07,"E2F3"
"TSPAN3",2.44961021074447e-11,-0.45411684239875,0.825,0.87,9.22474213162154e-07,"TSPAN3"
"SUSD2",2.4728935950463e-11,5.40954440796361,0.065,0.01,9.31242270022536e-07,"SUSD2"
"COQ3",2.49077056889936e-11,0.872076610714794,0.226,0.11,9.37974380836122e-07,"COQ3"
"LGMN",2.50891606147643e-11,-1.35643019140087,0.758,0.701,9.44807610430795e-07,"LGMN"
"GEMIN8",2.52453648035042e-11,0.465425526793751,0.918,0.738,9.5068994777036e-07,"GEMIN8"
"HNRNPA1P33",2.53364481216693e-11,0.304896861233868,0.128,0.043,9.54119963365824e-07,"HNRNPA1P33"
"CENPE",2.53576174090433e-11,0.706138149295503,0.155,0.061,9.54917156389751e-07,"CENPE"
"CYP4V2",2.53699403376459e-11,-1.12955986897172,0.949,0.893,9.55381213235069e-07,"CYP4V2"
"IL17RC",2.53829033538483e-11,-1.14250992117133,0.234,0.355,9.55869374499221e-07,"IL17RC"
"GPR173",2.54902352031049e-11,1.18566502053104,0.157,0.061,9.59911277278523e-07,"GPR173"
"ZNF417",2.55882051334366e-11,0.402258338647764,0.685,0.467,9.63600628914957e-07,"ZNF417"
"DPF2",2.58170378754171e-11,0.555554710619436,0.626,0.491,9.72218012312457e-07,"DPF2"
"MRPL2",2.58702461091363e-11,0.659078132590333,0.491,0.345,9.74221727977855e-07,"MRPL2"
"RCAN1",2.60012149603484e-11,-0.325597872434019,0.392,0.544,9.79153752976802e-07,"RCAN1"
"GPN1",2.61092520746289e-11,0.693135177309488,0.53,0.378,9.83222214626375e-07,"GPN1"
"DLD",2.61394115527676e-11,0.384415901879228,0.709,0.57,9.84357960254121e-07,"DLD"
"MGST2",2.62821325159142e-11,0.894896020023603,0.308,0.179,9.89732546284297e-07,"MGST2"
"NVL",2.64901526524178e-11,0.817146604901553,0.431,0.29,9.9756616858475e-07,"NVL"
"PDE6G",2.65657006142891e-11,1.16662710424043,0.125,0.042,1.0004111537329e-06,"PDE6G"
"STX1A",2.66182415199382e-11,1.33550656757202,0.115,0.037,1.00238973915783e-06,"STX1A"
"NDUFB11",2.66970805775368e-11,0.44966143203301,0.818,0.734,1.00535866038888e-06,"NDUFB11"
"KIAA0825",2.67693314505201e-11,-0.410762471360516,0.582,0.359,1.00807948376369e-06,"KIAA0825"
"C8orf31",2.69252705006435e-11,0.48757240757709,0.322,0.174,1.01395183651323e-06,"C8orf31"
"PSMD14",2.70127148368995e-11,0.532420332137334,0.724,0.588,1.01724481532796e-06,"PSMD14"
"SF3B14",2.73697050705229e-11,0.490978890563574,0.848,0.808,1.03068835354575e-06,"SF3B14"
"ZFP112",2.78585222811731e-11,1.14826698978263,0.116,0.037,1.04909623206442e-06,"ZFP112"
"RBMS3",2.79031432061936e-11,-0.871646482769511,0.332,0.472,1.05077656685884e-06,"RBMS3"
"MRPS9",2.79458845580708e-11,0.556874846835124,0.433,0.296,1.05238612068783e-06,"MRPS9"
"KCNJ8",2.80518711585582e-11,1.48322390840296,0.06,0.008,1.05637736408898e-06,"KCNJ8"
"TTR",2.82846058921983e-11,-3.75311961159054,0.019,0.092,1.0651416886884e-06,"TTR"
"HHAT",2.83318357706397e-11,0.728626275657653,0.307,0.174,1.06692027145075e-06,"HHAT"
"GADD45G",2.86530244646532e-11,1.7216901786609,0.044,0.002,1.07901559528991e-06,"GADD45G"
"GLIS1",2.86545409828923e-11,3.08344528955747,0.046,0.003,1.07907270433376e-06,"GLIS1"
"MYOM3",2.91633903631842e-11,-0.273888685920507,0.157,0.061,1.09823495429679e-06,"MYOM3"
"GALNTL6",2.94907592189167e-11,1.49868095361759,0.071,0.013,1.11056301066597e-06,"GALNTL6"
"TDRD7",2.95174767205186e-11,0.518677334841034,0.262,0.138,1.11156913834129e-06,"TDRD7"
"CACNA1H",2.95439455270598e-11,1.7900097049021,0.044,0.002,1.11256590065802e-06,"CACNA1H"
"RLBP1",2.96150281728076e-11,-1.95861632443404,0.106,0.213,1.11524273093159e-06,"RLBP1"
"ST8SIA2",2.98098836778255e-11,3.76769678428066,0.061,0.009,1.12258059953955e-06,"ST8SIA2"
"MAGEA6",3.00054677446361e-11,0.677250184463643,0.611,0.469,1.12994590432751e-06,"MAGEA6"
"LEPREL1",3.01742147895785e-11,3.47157589833897,0.076,0.016,1.13630058054595e-06,"LEPREL1"
"SPTSSB",3.01974229926526e-11,-5.28355962831107,0.002,0.059,1.13717455505731e-06,"SPTSSB"
"RCL1",3.05150280299308e-11,0.315016942530389,0.302,0.165,1.14913492555114e-06,"RCL1"
"WSB1",3.05584767639195e-11,-0.901118995772335,0.857,0.842,1.15077111797568e-06,"WSB1"
"C1QTNF6",3.05754399018691e-11,0.629350850442155,0.709,0.509,1.15140991582459e-06,"C1QTNF6"
"LYST",3.11334932107544e-11,-0.469569177977728,0.635,0.767,1.17242508733059e-06,"LYST"
"NCOA5",3.14698233263584e-11,0.621526794798742,0.335,0.195,1.18509060682401e-06,"NCOA5"
"AFG3L2",3.17116097498544e-11,0.643500216396714,0.607,0.466,1.19419579996002e-06,"AFG3L2"
"COMTD1",3.17411947189392e-11,0.53318030737862,0.183,0.08,1.19530991072581e-06,"COMTD1"
"FKBP9",3.18295236635273e-11,-0.836780784686552,0.847,0.842,1.19863620212111e-06,"FKBP9"
"MAN2B2",3.20062850068575e-11,-1.10762598683791,0.283,0.409,1.20529268078824e-06,"MAN2B2"
"TMEM33",3.22964130739975e-11,0.475094047397064,0.909,0.859,1.2162183235406e-06,"TMEM33"
"POLR3E",3.2502423798539e-11,0.764828938032272,0.494,0.355,1.22397627540538e-06,"POLR3E"
"TMEM98",3.25202287724115e-11,-0.838625326371196,0.611,0.674,1.22464677511147e-06,"TMEM98"
"C11orf57",3.27673167440267e-11,0.788560243321747,0.349,0.211,1.23395161394656e-06,"C11orf57"
"DDX55",3.28356581296373e-11,0.488592290862454,0.623,0.447,1.23652521384588e-06,"DDX55"
"THAP10",3.29816313321355e-11,1.68730214706452,0.107,0.032,1.24202227270556e-06,"THAP10"
"PDHA1",3.30188381950619e-11,0.536854332944479,0.754,0.633,1.24342340874964e-06,"PDHA1"
"ARSJ",3.3450771173867e-11,-2.19207223785797,0.04,0.127,1.25968914086548e-06,"ARSJ"
"EDC3",3.36209451682096e-11,0.552664471353913,0.516,0.357,1.26609755314444e-06,"EDC3"
"RCN3",3.37034777340385e-11,-0.793262443773077,0.284,0.143,1.26920556450842e-06,"RCN3"
"QPRT",3.38528533220026e-11,0.55981424657529,0.849,0.692,1.27483075039997e-06,"QPRT"
"A1CF",3.39893769374315e-11,-0.368472431930063,0.227,0.105,1.27997195670979e-06,"A1CF"
"MPP3",3.41020222945419e-11,1.21297380174231,0.13,0.046,1.28421395556786e-06,"MPP3"
"C1orf109",3.44033910361389e-11,0.765300391402472,0.397,0.251,1.29556289963892e-06,"C1orf109"
"DLX1",3.44155590331114e-11,2.8314934155249,0.136,0.052,1.29602112206891e-06,"DLX1"
"SUGT1",3.45887866983817e-11,0.610693778958214,0.633,0.484,1.30254452948766e-06,"SUGT1"
"BCL2L1",3.47221028533411e-11,0.796468912323271,0.522,0.384,1.30756494925112e-06,"BCL2L1"
"ADNP2",3.51031367768851e-11,1.01621063650588,0.239,0.124,1.32191392474394e-06,"ADNP2"
"DBC1",3.52586251866107e-11,5.70513915603519,0.052,0.005,1.32776930727738e-06,"DBC1"
"ELMO2",3.54254912011117e-11,0.303205298545504,0.534,0.366,1.33405314765146e-06,"ELMO2"
"PMVK",3.61070640041256e-11,0.620468770147852,0.658,0.523,1.35971981626736e-06,"PMVK"
"RNF8",3.63092503984849e-11,0.623985040171038,0.612,0.454,1.36733375150614e-06,"RNF8"
"ULK1",3.64720295935257e-11,0.964243453105897,0.259,0.139,1.37346369043299e-06,"ULK1"
"TP53TG3",3.69314580670131e-11,-2.06627677978952,0.061,0.155,1.39076484788758e-06,"TP53TG3"
"TP53TG3B",3.69314580670131e-11,-2.06627677978952,0.061,0.155,1.39076484788758e-06,"TP53TG3B"
"NETO2",3.69666675161809e-11,1.97238473373828,0.14,0.053,1.39209076532434e-06,"NETO2"
"SMCR8",3.71913214251613e-11,0.558899785396307,0.655,0.448,1.40055078222873e-06,"SMCR8"
"CELF2",3.72749128827321e-11,-0.369585973122871,0.54,0.731,1.40369866933793e-06,"CELF2"
"NECAP2",3.78180888910289e-11,0.56135694433969,0.557,0.389,1.42415359145837e-06,"NECAP2"
"ZDHHC15",3.79367619782295e-11,0.288911233307287,0.476,0.283,1.42862258257617e-06,"ZDHHC15"
"SOCS2-AS1",3.82744153369213e-11,1.42646564527221,0.081,0.018,1.44133793275778e-06,"SOCS2-AS1"
"LAMB2",3.90498173978255e-11,-0.529317367505395,0.586,0.721,1.47053802356731e-06,"LAMB2"
"HIST2H2BC",3.9989783087191e-11,0.649226579411112,0.203,0.094,1.50593525149744e-06,"HIST2H2BC"
"LOC100505912",4.01784668777481e-11,2.01257388521184,0.128,0.046,1.51304070568224e-06,"LOC100505912"
"C4B",4.04863508669479e-11,-1.37995160528601,0.084,0.187,1.52463500094752e-06,"C4B"
"C4B-2",4.04863508669479e-11,-1.37995160528601,0.084,0.187,1.52463500094752e-06,"C4B-2"
"ADPRHL1",4.08207538159965e-11,-3.51756399698107,0.024,0.099,1.5372279472028e-06,"ADPRHL1"
"ATP1A1OS",4.09994529588557e-11,-2.23218937783571,0.1,0.206,1.54395739952459e-06,"ATP1A1OS"
"DACH1",4.15811962341409e-11,3.99456480545982,0.052,0.005,1.56586468778528e-06,"DACH1"
"PEX2",4.15995709599075e-11,0.544038090633529,0.716,0.547,1.5665566432082e-06,"PEX2"
"PKN3",4.17035240747288e-11,1.68687701322551,0.133,0.049,1.57047130960614e-06,"PKN3"
"C14orf93",4.22777138209713e-11,0.743049157186251,0.226,0.114,1.59209414707014e-06,"C14orf93"
"FBXL7",4.2555163228703e-11,2.07329984800375,0.116,0.038,1.6025423368665e-06,"FBXL7"
"DCLRE1C",4.25683799459812e-11,0.49498800469373,0.527,0.357,1.60304005200576e-06,"DCLRE1C"
"IPCEF1",4.27010594257132e-11,-0.927837640267426,0.398,0.22,1.60803649585351e-06,"IPCEF1"
"CYB5D1",4.28393692597921e-11,0.503160901594745,0.271,0.145,1.61324496758525e-06,"CYB5D1"
"DEF6",4.29062103178268e-11,1.27163400976505,0.143,0.056,1.61576206814872e-06,"DEF6"
"KCTD17",4.41772156920066e-11,2.38713567748831,0.069,0.012,1.66362558852959e-06,"KCTD17"
"PPFIA4",4.42826005018181e-11,0.77632475596971,0.15,0.059,1.66759416969747e-06,"PPFIA4"
"GMNN",4.43588743089551e-11,0.612473770418532,0.459,0.324,1.67046648872663e-06,"GMNN"
"UBAP1",4.43908870802943e-11,0.410354577439455,0.567,0.395,1.67167202566972e-06,"UBAP1"
"STAT2",4.45079170908645e-11,-0.528604450055093,0.905,0.912,1.67607914180778e-06,"STAT2"
"TELO2",4.46737383689056e-11,0.433370075523896,0.476,0.308,1.68232363949625e-06,"TELO2"
"THPO",4.46858568824251e-11,4.37573817390258,0.037,0,1.68277999847836e-06,"THPO"
"CBR1",4.52068099742504e-11,-0.595565103330324,0.646,0.716,1.70239805001032e-06,"CBR1"
"CACNA2D4",4.53030332689259e-11,-2.05860935707178,0.027,0.106,1.70602162684121e-06,"CACNA2D4"
"STMN1",4.54771201198207e-11,0.887472407036982,0.938,0.889,1.71257738947221e-06,"STMN1"
"TNKS2",4.58767110199872e-11,0.344232852745656,0.383,0.231,1.72762518359068e-06,"TNKS2"
"SLC9A3R2",4.63768455464996e-11,0.484945591135584,0.16,0.064,1.74645924959008e-06,"SLC9A3R2"
"LOC100128881",4.67181044083356e-11,1.05366252299458,0.232,0.118,1.7593103758091e-06,"LOC100128881"
